questionnaire_id,L1,number_L1,L2_well,number_L2_well,L2_little,number_L2_little,language_mother,mother_english,language_father,father_english,languages_want_know_better,elementary_lang,elementary_lang_coded,hs_lang,hs_lang_coded,college_lang,family_lang,friends_lang,foreigners_lang,work_lang,school_lang,home_lang
57376,Pohnpeian,1,Chuukese,1,,0,Pohnpeian,0,Chuukese,0,Arabic,Pohnpeian,Non-English,English,English,English,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian
24853,Pohnpeian,1,Pingelapese,1,,0,"Pohnpeian,Pingelapese",0,Pohnpeian,0,English,"Pohnpeian,English",Bilingual,,None,,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,"Pohnpeian,Meing"
63635,Pohnpeian,1,English,1,"Mwokilese,Ngatikese",2,Pohnpeian,0,Pohnpeian,0,"Spanish,Japanese,Chinese",Pohnpeian,Non-English,English,English,,Pohnpeian,Pohnpeian,English,"Pohnpeian,English",English,"Pohnpeian,Meing"
58496,Pohnpeian,1,,0,,0,Pohnpeian,0,Pohnpeian,0,English,"English,Pohnpeian",Bilingual,"Pohnpeian,English",Bilingual,,Pohnpeian,Pohnpeian,English,English,"Pohnpeian,English",Pohnpeian
46980,Pohnpeian,1,English,1,,0,"Pohnpeian,English",1,"Pohnpeian,English",1,English,"Pohnpeian,English",Bilingual,"Pohnpeian,English",Bilingual,English,Pohnpeian,Pohnpeian,English,"Pohnpeian,English","Pohnpeian,English",Pohnpeian
43043,Pohnpeian,1,,0,,0,Pohnpeian,0,Pohnpeian,0,,English ,English,,None,,Pohnpeian,Pohnpeian,English,Pohnpeian,"Pohnpeian,English",Pohnpeian
42504,Pohnpeian,1,English,1,"Japanese,Korean",2,"Pohnpeian,English,Mwortlockese",1,"Japanese,Pohnpeian,English",1,Japanese,"Pohnpeian,English",Bilingual,English,English,,"Japanese,Pohnpeian","Pohnpeian,English","English,Japanese",,"Pohnpeian,English","Pohnpeian,Japanese"
43275,English,1,Pohnpeian,1,Korean,1,"Pohnpeian,English",1,English,1,Chinese,English,English,English,English,,"Pohnpeian,English","Pohnpeian,English",English,English,"Pohnpeian,English","Pohnpeian,English"
60429,Pohnpeian,1,English,1,,0,Pohnpeian,0,"Pohnpeian,English",1,"Meing,English","Pohnpeian,English",Bilingual,English,English,English,Pohnpeian,Pohnpeian,"Pohnpeian,English",Pohnpeian,"Pohnpeian,English","Pohnpeian,Meing"
47942,Pohnpeian,1,,0,English,1,Pohnpeian,0,Pohnpeian,0,Pohnpeian,Pohnpeian,Non-English,English,English,English,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,"Pohnpeian,Meing"
49398,"Mortlockese,Pohnpeian",2,English,1,,0,Pohnpeian,0,Mortlockese,0,Meing,"English,Pohnpeian,Mortlockese",Bilingual,"English,Pohnpeian",Bilingual,English,"Pohnpeian,Mortlockese","Pohnpeian,Mortlockese",English,"Pohnpeian,English","English,Pohnpeian,Mortlockese",Pohnpeian
24236,Pohnpeian,1,,,English,1,Pohnpeian,0,Pohnpeian,0,"Meing,Pohnpeian,English",Pohnpeian,Non-English,"Pohnpeian,English",Bilingual,English,Pohnpeian,Pohnpeian,"Pohnpeian,English","Pohnpeian,English","Pohnpeian,English","Pohnpeian,English"
50521,Pohnpeian,1,,0,,0,Pohnpeian,0,Pohnpeian,0,English,Pohnpeian,Non-English,,None,,Pohnpeian,Pohnpeian,Pohnpeian,,Pohnpeian,Pohnpeian
37166,Pohnpeian,1,English,1,,0,Pohnpeian,0,Pohnpeian,0,Japanese,"Pohnpeian,English",Bilingual,"English,Pohnpeian",Bilingual,English,Pohnpeian,Pohnpeian,English,"Pohnpeian,English",English,Pohnpeian
31990,Pohnpeian,1,English,1,"Marshallese,Mwokilese",2,Pohnpeian,0,Pohnpeian,0,Meing,Pohnpeian,Non-English,English,English,English,"Pohnpeian,Mwokilese",Pohnpeian,English,"Pohnpeian,English","Pohnpeian,English","Pohnpeian,Meing"
45905,Pohnpeian,1,English,1,,0,Pohnpeian,0,"Pohnpeian,English",1,Carolinian,English,English,English,English,,Pohnpeian,"Pohnpeian,English",English,English,English,Pohnpeian
52214,Pohnpeian,1,English,1,,0,Pohnpeian,0,Pohnpeian,0,Chuukese,"Pohnpeian,English",Bilingual,English,English,English,Pohnpeian,Pohnpeian,English,Pohnpeian,"Pohnpeian,English",Pohnpeian
57367,Pohnpeian,1,English,1,,0,Pohnpeian,0,Pohnpeian,0,,English,English,English,English,English,Pohnpeian,"Pohnpeian,English",English,Pohnpeian,English,Pohnpeian
31846,Pohnpeian,1,English,1,"Kapingamarangi,Mwokilese,Pingelapese",3,Pohnpeian,0,Pohnpeian,0,,"Pohnpeian,English",Bilingual,English,English,English,Pohnpeian,Pohnpeian,English,"Pohnpeian,English","Pohnpeian,English","Pohnpeian,Meing"
35796,Pohnpeian,1,"Ngatikese,English",2,,0,Pohnpeian,0,Pohnpeian,0,Kosraean,"Pohnpeian,English",Bilingual,English,English,English,Pohnpeian,Pohnpeian,English,"Pohnpeian,English","Pohnpeian,English",Pohnpeian
27015,Kapingamarangi,1,"Pohnpeian,English",2,Kosraean,1,Kapingamarangi,0,Kapingamarangi,0,Palauan,English,English,"Pohnpeian,English",Bilingual,English,"Pohnpeian,Kapingamarangi","Pohnpeian,English,Kapingamarangi",English,,English,Pohnpeian
52388,English,1,Pohnpeian,1,Chuukese,1,Pohnpeian,0,Pohnpeian,0,Pohnpeian,English,English,English,English,English,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian
56954,Kapingamarangi,1,"Pohnpeian,English",2,,0,Kapingamarangi,0,Kapingamarangi,0,Chuukese,"English,Kapingamarangi",Bilingual,English,English,English,Kapingamarangi,"Pohnpeian,Kapingamarangi",English,,English,"Pohnpeian,English"
52325,Kapingamarangi,1,,0,"English,Pohnpeian",2,Kapingamarangi,0,Kapingamarangi,0,Pohnpeian,English,English,English,English,,Kapingamarangi,"Kapingamarangi,English",English,,English,Kapingamarangi
47472,Pingelapese,1,,0,"Pohnpeian,English",2,Pingelapese,0,Pingelapese,0,English,"Pohnpeian,English",Bilingual,English,English,English,"Pingelapese,Pohnpeian","Pohnpeian,English",English,"Pohnpeian,English","Pohnpeian,English","Pingelapese,Pohnpeian"
21499,Kapingamarangi,1,,0,"Pohnpeian,English",2,Kapingamarangi,0,Kapingamarangi,0,English,"English,Pohnpeian",Bilingual,"English,Pohnpeian",Bilingual,,Kapingamarangi,"Kapingamarangi,English",English,,"English,Pohnpeian",Kapingamarangi
27020,Pohnpeian,1,English,1,,0,Pohnpeian,0,Pohnpeian,0,Spanish,Pohnpeian,Non-English,English,English,English,Pohnpeian,Pohnpeian,English,English,English,Pohnpeian
19657,Pohnpeian,1,English,1,Spanish,1,Pohnpeian,0,,0,Korean,Pohnpeian,Non-English,Pohnpeian,Non-English,"Tagalog,English,Pohnpeiaan",Pohnpeian,"English,Pohnpeian",English,English,"English,Pohnpeian",Pohnpeian
44372,Pohnpeian,1,,0,English,0,Pohnpeian,0,Pohnpeian,0,English,"Pohnpeian,English",Bilingual,English,English,,Pohnpeian,Pohnpeian,English,"Pohnpeian,English","Pohnpeian,English",Pohnpeian
25075,Pohnpeian,1,English,0,,0,Pohnpeian,0,Pohnpeian,0,English,"Pohnpeian,English",Bilingual,"English,Pohnpeian",Bilingual,,Pohnpeian,"Pohnpeian,English",English,"Pohnpeian,English","Pohnpeian,English","Pohnpeian,Meing"
18526,Pohnpeian,1,"English,Kosraean",2,Mwokilese,1,Kosraean,0,Pohnpeian,0,"Pingelapese,Ngatikese,Nukuoran,Kapingamarangi","Pohnpeian,English",Bilingual,"English,Pohnpeian",Bilingual,English,"English,Pohnpeian","Pohnpeian,English",English,Pohnpeian,"Pohnpeian,English",Pohnpeian
36676,Mwokilese,1,"Pohnpeian,English",2,,0,Mwokilese,0,Mwokilese,0,Meing,English,English,English,English,English,Mwokilese,"Mwokilese,Pohnpeian,English",English,English,English,"Mwokilese,Pohnpeian"
51062,Pohnpeian,1,English,1,Mwokilese,1,Pohnpeian,0,Pohnpeian,0,,"Pohnpeian,English",Bilingual,"Pohnpeian,English",Bilingual,English,Pohnpeian,Pohnpeian,English,Pohnpeian,"Pohnpeian,English",Pohnpeian
60518,Pohnpeian,1,,0,English,1,"Pohnpeian,Japanese",0,"Pohnpeian,English,Chuukese,Palauan,Mwokilese",1,English,"Pohnpeian,English",Bilingual,"Pohnpeian,English",Bilingual,,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian
64063,Pohnpeian,1,English,1,,0,Pohnpeian,0,Pohnpeian,0,Japanese,Pohnpeian,Non-English,"Pohnpeian,English",Bilingual,"Pohnpeian,English",Pohnpeian,Pohnpeian,"Pohnpeian,English","Pohnpeian,English","Pohnpeian,English",Pohnpeian
52334,Pohnpeian,1,,0,English,1,Pohnpeian,0,Pohnpeian,0,English,"Pohnpeian,English",Bilingual,,None,,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian
60966,Pohnpeian,1,,0,English,1,Pohnpeian,0,Pohnpeian,0,"English,Japanese,Latin","Pohnpeian,English",Bilingual,,None,,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian
24078,Pohnpeian,1,,0,English,1,Pohnpeian,0,Pohnpeian,0,English,"Pohnpeian,English",Bilingual,,None,,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian
17177,Pohnpeian,1,,0,English,1,Pohnpeian,0,Pohnpeian,0,"English,Pohnpeian","English,Pohnpeian",Bilingual,,None,,Pohnpeian,Pohnpeian,"English,Pohnpeian",Pohnpeian,Pohnpeian,Pohnpeian
31142,Pohnpeian,1,,0,English,1,Pohnpeian,0,Pohnpeian,0,English,"English,Pohnpeian",Bilingual,English,English,English,Pohnpeian,Pohnpeian,"English,Pohnpeian","English,Pohnpeian",Pohnpeian,Pohnpeian
20421,Mortlockese,1,Pohnpeian,1,English,1,Mortlockese,0,Mortlockese,0,"English,Pohnpeian","Mortlockese,English",Bilingual,,None,,Mortlockese,"Mortlockese,Pohnpeian",English,Pohnpeian,Mortlockese,Mortlockese
63428,Pohnpeian,1,,0,English,1,Pohnpeian,0,Pohnpeian,0,"English,Japanese",Pohnpeian,Non-English,,None,,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian
57888,Pohnpeian,1,,0,English,1,"Pohnpeian,Mortlockese",0,Pohnpeian,0,"English,Pohnpeian",Pohnpeian,Non-English,,None,,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian
26058,Pohnpeian,1,,0,English,1,Pohnpeian,0,Pohnpeian,0,English,"English,Pohnpeian",Bilingual,,None,,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian
36242,Pohnpeian,1,"English,Japanese",2,,0,Pohnpeian,0,Pohnpeian,0,"Spanish,Chuukese","Pohnpeian,English",Bilingual,"Pohnpeian,English",Bilingual,English,Pohnpeian,Pohnpeian,"Pohnpeian,English",Pohnpeian,Pohnpeian,Pohnpeian
36504,Pohnpeian,1,English,1,,0,Pohnpeian,0,Pohnpeian,0,"English,Chinese",Pohnpeian,Non-English,"Pohnpeian,English",Bilingual,"Pohnpeian,English",Pohnpeian,Pohnpeian,"Pohnpeian,English",Pohnpeian,Pohnpeian,Pohnpeian
44632,Pohnpeian,1,English,1,,0,Pohnpeian,0,Pohnpeian,0,Pohnpeian,Pohnpeian,Non-English,"Pohnpeian,English",Bilingual,,Pohnpeian,Pohnpeian,"Pohnpeian,English",Pohnpeian,Pohnpeian,Pohnpeian
52372,Pohnpeian,1,English,1,,0,Pohnpeian,0,Pohnpeian,0,"English,Japanese,Chinese",Pohnpeian,Non-English,"Pohnpeian,English",Bilingual,"Pohnpeian,English",Pohnpeian,Pohnpeian,"Pohnpeian,English",Pohnpeian,Pohnpeian,Pohnpeian
26023,Pohnpeian,1,,0,Japanese,1,Pohnpeian,0,Pohnpeian,0,English,"Pohnpeian,Japanese",Non-English,"Pohnpeian,Japanese",Non-English,,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,"Pohnpeian,Meing"
40265,Pohnpeian,1,English,1,,0,Pohnpeian,0,Pohnpeian,0,"Meing,English",Pohnpeian,Non-English,"Pohnpeian,English",Bilingual,,Pohnpeian,Pohnpeian,"Pohnpeian,English",Pohnpeian,Pohnpeian,Pohnpeian
65212,Pohnpeian,1,English,1,,0,Pohnpeian,0,Pohnpeian,0,,"Pohnpeian,English",Bilingual,"Pohnpeian,English",Bilingual,,Pohnpeian,Pohnpeian,Pohnpeian,"Pohnpeian,English",Pohnpeian,Pohnpeian
35854,Pohnpeian,1,,0,,0,Pohnpeian,0,Pohnpeian,0,English,Pohnpeian,Non-English,,None,,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian,Pohnpeian
1,Yapese,1,Marshallese,1,Pohnpeian ,1,"Yapese,English",1,"Yapese,English",1,English,English,English,Yapese,Non-English,,"Yapese,Chuukese",English,English,"Pohnpeian,English",English,"Yapese,Chuukese"
2,Ilocano,1,"Tagalog,English",2,Pohnpeian,1,Ilocano,0,Ilocano,0,Pohnpeian,English,English,English,English,English,Tagalog,Tagalog,English,English,English,Tagalog
3,Mwokilese,1,"Pohnpeian,English,Marshallese",3,Chuukese,1,Mwokilese,0,Mwokilese,0,"Pohnpeian,Meing","Mwokilese,Pohnpeian,English",Bilingual,English,English,English,"Mwokilese,Marshallese",English,English,English,English,"Mwokilese,Marshallese,English"
4,Pohnpeian,1,English,1,"Ngatikese,Pingelapese",2,Pohnpeian,0,Pohnpeian,0,Spanish,English,English,English,English,English,Pohnpeian,"Pohnpeian,English",English,English,English,Pohnpeian
5,Ilonggo,1,Tagalog,1,Chuukese ,1,"Ilonggo,Tagalog,Bisaya,English",1,,,English,"English,Tagalog",Bilingual,"English,Tagalog",Bilingual,"English,Tagalog",Ilonggo,"Tagalog,English",English,English,"Bisaya,Tagalog",English
6,Mwokilese,1,"Pohnpeian,Pingelapese,English",3,"Kosraean,Mortlockese",1,Mwokilese,0,"Mwokilese,Pohnpeian",0,"French,Spanish","English,Pohnpeian",Bilingual,English,English,English,Mwokilese ,"Pohnpeian,Mwokilese,Pingelapese,English",English,"Pohnpeian,English","Pohnpeian,English",Mwokilese
7,Pohnpeian,1,"Chuukese,English",2,,0,Pohnpeian,0,Mwokilese,0,Pohnpeian,"Pohnpeian,English",Bilingual,English,English,English,Pohnpeian ,Pohnpeian ,English ,English ,English ,Pohnpeian 
8,Pohnpeian,1,"English,Mwokilese,Pingelapese",3,,0,"Pohnpeian,English,Mwokilese,Pingelapese",1,"Mwokilese,Pohnpeian,English",1,English,"Pohnpeian,English",Bilingual,"Pohnpeian,English",Bilingual,English,"Pohnpeian,Mwokilese","Pohnpeian,Mwokilese,Pingelapese",English,English,"Pohnpeian,English","Pohnpeian,Mwokilese"
9,Tagalog,1,"Tagalog,English",2,,0,"Tagalog,English",1,"Tagalog,English",1,English,"English,Tagalog",Bilingual,"English,Tagalog",Bilingual,"Tagalog,English",Tagalog,"Tagalog,English",English,"Tagalog,English","Tagalog,English",Tagalog
10,Yapese ,1,English ,1,Chuukese,1,Chuukese,0,Yapese,0,English,English,English,English ,English,English ,Yapese,English ,English ,English ,English ,Yapese
11,English,1,Pohnpeian,1,Spanish,1,English,1,English,1,Pohnpeian,English,English,English,English,English,Pohnpeian,"Pohnpeian,English",English,"Pohnpeian,English",,"English,Pohnpeian"
12,Pohnpeian,1,"English,Japanese",2,Kosraean ,1,Pohnpeian,0,Pohnpeian,0,Chinese,Pohnpeian,Non-English,English,English,English,Pohnpeian,Pohnpeian,English,English,English,Pohnpeian
13,English,1,,0,"Japanese,Kosraean,Pingelapese,Chuukese",4,"English,Pohnpeian",1,"English,Pohnpeian",1,All,English,English,English,English,English,"English,Pohnpeian","Pohnpeian,English",English,"English,Pohnpeian","Pohnpeian,English","Pohnpeian,English"
14,English,1,Pohnpeian,1,"Spanish, Kosraean ",2,English,1,English,1,"Spanish,French",English,English,English,English,English,English,"Pohnpeian,English",English,Pohnpeian,,English
15,English,1,,0,Spanish,1,English,1,English,1,Pohnpeian,English,English,English,English,English,English,English,English,English,English,English
16,English,1,French,1,"Spanish,Russian,Pohnpeian",3,English,1,English,1,"Russian,Pohnpeian",English,English,English,Bilingual,English,English,"English,French ","English,French,Spanish","English,Pohnpeian",,English
17,English,1,German,1,"Pohnpeian,Spanish",2,English,1,English,1,"Pohnpeian,Spanish",English,English,English,English,English,English,"English,Pohnpeian",English,"English,Pohnpeian ",English,English
18,English,1,,0,"Pohnpeian,Swahili,Spanish",3,English,1,English,1,,English,English,English,English,English,"English,Pohnpeian",English,English,"English,Pohnpeian",,"English,Pohnpeian"
19,Pohnpeian,1,"Mwokilese,English",2,,0,Mwokilese,0,Pohnpeian,0,Chuukese,"Pohnpeian,English",Bilingual,English,English,English,"Pohnpeian,Mwokilese",Pohnpeian,English,,,
20,Chuukese,1,English,1,,0,"Chuukese,English",1,"Chuukese,English",1,Pohnpeian,English,English,English,English,English,"Chuukese,English",English,English,English,English,Chuukese
21,Pohnpeian,1,"English,Chuukese",2,,0,Pohnpeian,0,"Pohnpeian,English",1,"Yapese,Kosraean ","Pohnpeian,English",Bilingual,English,English,English,Pohnpeian,"Pohnpeian,English,Chuukese",English,"English,Pohnpeian",English,Pohnpeian
22,Pohnpeian,1,English,1,Mortlockese,1,"Mortlockese,Pohnpeian,English",1,"Ngatikese,Pohnpeian,English",1,Japanese,English,English,"Pohnpeian,English",Bilingual,English,"Pohnpeian,English","Pohnpeian,English",English,"Pohnpeian,English","Pohnpeian,English","Pohnpeian,English"
23,Pohnpeian,1,"English,Japanese",2,"Fijian,Palauan,Kosraean,Chuukese",4,Pohnpeian,0,Pohnpeian,0,English,"English,Pohnpeian",Bilingual,English,English,English,Pohnpeian,Pohnpeian,English,English ,English,Pohnpeian
24,"English,Marshallese",2,Pohnpeian,1,French,1,"English,French,Marshallese",1,"English,Marshallese",1,"Meing,French",English,English,English,Bilingual,English,"Pohnpeian,English","English,Pohnpeian",English,"English,Pohnpeian",,"Pohnpeian,English"
25,Finnish,1,English,1,Swedish,1,"Finnish,English,Swedish",1,"Finnish,English,Swedish",1,Pohnpeian,Finnish,Non-English,Finnish,Non-English,Finnish,Finnish,"Finnish,English",English,English,,English
26,English,1,"Nepalese,French",2,"Pohnpeian,Italian,Tibetan,Chinese,Japanese",5,English,1,English,1,Pohnpeian,English,English,"English,French",Bilingual,English,English,"English,Japanese","English,Japanese",English,English,English
27,Chuukese ,1,"English,Outer Island Yapese ",2,Pohnpeian ,1,"Chuukese,Outer Island Yapese,Kosraean ",0,"English,Chuukese,Kosraean, Outer island Yapese,Japanese",1,Pohnpeian,Chuukese,Non-English,"English,Chuukese ",Bilingual,English ,"Chuukese,English ","English,Chuukese ",English ,English ,,"Chuukese,English "
28,Pohnpeian,1,Tagalog,1,,0,Pohnpeian,0,"English,Pohnpeian",1,Tagalog,"English,Pohnpeian",Bilingual,"English,Pohnpeian",Bilingual,English,Pohnpeian,Pohnpeian,English,Pohnpeian,Pohnpeian,Pohnpeian
29,Pingelapese,1,"Pohnpeian,English",2,,0,"Pingelapese,Pohnpeian,English",1,"Pingelapese,Pohnpeian,English",1,"Pohnpeian,English","Pingelapese,Mwokilese,Pohnpeian,English",Bilingual,"Pohnpeian,English",Bilingual,English,Pingelapese,"Pingelapese,Pohnpeian,English",English,"Pohnpeian,English","Pohnpeian,English",Pingelapese
30,English,1,,0,Japanese,1,"English,Palauan,Pohnpeian",1,"English,Japanese,Pohnpeian,Palauan",1,"Japanese,Spanish,Pohnpeian,Chuukese,Yapese,Palauan,Italian,Russian",English,English,English,English,"English,Pohnpeian","Japanese,English",English,English,English,English,"English,Japanese"
31,Pohnpeian,1,"English,Chuukese",2,"Kosraean,Chamorro",2,"Pohnpeian,Chuukese,English",1,"Pohnpeian,English",1,Chinese,English,English,English,English,,"Pohnpeian,Chuukese,English","Pohnpeian,Chuukese,English",English,"English,Pohnpeian,Chuukese",,"Pohnpeian,Chuukese"
32,Ulithian,1,"English,Pohnpeian",2,Chuukese,1,"English,Ulithian",1,"Ulithian,English",1,ASL,"English,Pohnpeian",Bilingual,English,English,English,"English,Ulithian,Palauan,Japanese","English,Pohnpeian",English,English,English,"English,Ulithian,Palauan,Japanese"
33,Pohnpeian,1,"Mwokilese,English",2,,0,"Pohnpeian,Mwokilese",0,"Mortlockese,Pohnpeian,Mwokilese",0,English,"Pohnpeian,English",Bilingual,English,English,English,"Pohnpeian,Mwokilese,English","Pohnpeian,Mwokilese,English",English,English,English,"Pohnpeian,Mwokilese"
34,Pohnpeian,1,English,1,Mortlockese,1,"Pohnpeian,English",1,"Pohnpeian,English",1,Chinese,"Pohnpeian,English",Bilingual,English,English,English,Pohnpeian,"Pohnpeian,English",English,Pohnpeian,"Pohnpeian,English",Pohnpeian
35,"Chuukese,Mortlockese",2,"Pohnpeian,English",2,,0,Chuukese,0,Mortlockese,0,"Pohnpeian,English","Pohnpeian,English",Bilingual,English,English,English,"Mortlockese,Pohnpeian","Mortlockese,Pohnpeian",English,"Pohnpeian,English","Mortlockese,Pohnpeian,English","Mortlockese,Pohnpeian"
37,Pingelapese,1,"Pohnpeian,English",2,Mwokilese,1,"Pingelapese,Pohnpeian,English",1,"Pingelapese,Pohnpeian,English,Kosraean",1,Pohnpeian,Pohnpeian,Non-English,English,English,English,Pingelapese,"Pingelapese,Pohnpeian,English",English,English,"Pingelapese,Pohnpeian,English",Pingelapese
38,Mwokilese,1,English,1,Pohnpeian,1,"Mwokilese,Pohnpeian,Kosraean,English",1,"Mwokilese,Pohnpeian,English",1,Pohnpeian,English,English,English,English,English,Mwokilese,English,English,English,English,Mwokilese
39,Pohnpeian,1,English,1,Mwokilese,1,Pohnpeian,0,Pohnpeian,0,Pohnpeian,"English,Pohnpeian",Bilingual,English,English,English,Pohnpeian,Pohnpeian,English,"English,Pohnpeian",Pohnpeian,Pohnpeian
40,Pohnpeian,1,"Mwokilese,Pingelapese",2,Kosraean,1,Pohnpeian,0,Pohnpeian,0,English,Pohnpeian,Non-English,"English,Pohnpeian",Bilingual,English,Pohnpeian,"Pohnpeian,English",English,English,English,Pohnpeian
41,Pohnpeian,1,English,1,Spanish,1,"Ngatikese,Pohnpeian,English",1,"Pohnpeian,English",1,Japanese,English,English,English,English,English,"Pohnpeian,English","Pohnpeian,English",English,English,English,"English,Pohnpeian"
36,English,1,Pohnpeian,1,Marshallese,1,English,1,"French,English",1,Pohnpeian,English,English,English,English,English,English,"English,Pohnpeian",English,"Pohnpeian,English",English,"English,Pohnpeian"
42,English,1,Pohnpeian,1,"Kosraean,Nukuoran,Chuukese",3,"English,French",1,English,1,"Irish,Spanish,French",English,English,"English,Spanish",Bilingual,English,"English,Pohnpeian","English,Pohnpeian,Kosraean","English,Pohnpeian","Pohnpeian,English","English,Pohnpeian","English,Pohnpeian"
43,Pohnpeian,1,English,1,,0,"Pohnpeian,English",1,"Pohnpeian,English",1,None,English,English,English,English,English,Pohnpeian,"English,Pohnpeian",English,,,Pohnpeian
44,Pohnpeian,1,English,1,"Chuukese,Mwokilese",2,"Pohnpeian,Mwokilese",0,Pohnpeian,0,Pohnpeian,Pohnpeian,Non-English,"English,Pohnpeian",Bilingual,English,Pohnpeian,"Pohnpeian,English",English,English,"English,Pohnpeian",Pohnpeian
45,Pohnpeian,1,English,1,,0,Pohnpeian,0,Pohnpeian,0,"Pohnpeian,English","English,Pohnpeian",Bilingual,English,English,English,Pohnpeian,Pohnpeian,"English,Pohnpeian","Pohnpeian,English","English,Pohnpeian",Pohnpeian
